#Perc	time	N	Ekin	Epot	Eges
0.5%	5.4	5	0.677519	11.826	12.5035
0.5%	5.41	5	0.678749	11.8248	12.5035
0.5%	5.42	5	0.680099	11.8234	12.5035
0.5%	5.43	5	0.681568	11.8219	12.5035
0.5%	5.44	5	0.683156	11.8204	12.5035
0.5%	5.45	5	0.684862	11.8186	12.5035
0.5%	5.46	5	0.686685	11.8168	12.5035
0.5%	5.47	5	0.688625	11.8149	12.5035
0.5%	5.48	5	0.690679	11.8128	12.5035
0.5%	5.49	5	0.692845	11.8107	12.5035
0.6%	5.5	5	0.695122	11.8084	12.5035
0.6%	5.51	5	0.697507	11.806	12.5035
0.6%	5.52	5	0.699997	11.8035	12.5035
0.6%	5.53	5	0.702588	11.8009	12.5035
0.6%	5.54	5	0.705278	11.7983	12.5035
0.6%	5.55	5	0.708063	11.7955	12.5035
0.6%	5.56	5	0.710938	11.7926	12.5035
0.6%	5.57	5	0.713899	11.7896	12.5035
0.6%	5.58	5	0.716942	11.7866	12.5035
0.6%	5.59	5	0.720062	11.7835	12.5035
0.6%	5.6	5	0.723253	11.7803	12.5036
0.6%	5.61	5	0.726511	11.777	12.5036
0.6%	5.62	5	0.729829	11.7737	12.5036
0.6%	5.63	5	0.733202	11.7704	12.5036
0.6%	5.64	5	0.736625	11.7669	12.5036
0.6%	5.65	5	0.74009	11.7635	12.5036
0.6%	5.66	5	0.743592	11.76	12.5036
0.6%	5.67	5	0.747124	11.7565	12.5036
0.6%	5.68	5	0.750679	11.7529	12.5036
0.6%	5.69	5	0.754251	11.7494	12.5036
0.6%	5.7	5	0.757834	11.7458	12.5036
0.6%	5.71	5	0.761419	11.7422	12.5036
0.6%	5.72	5	0.765001	11.7386	12.5036
0.6%	5.73	5	0.768571	11.7351	12.5036
0.6%	5.74	5	0.772125	11.7315	12.5036
0.6%	5.75	5	0.775653	11.728	12.5036
0.6%	5.76	5	0.779149	11.7245	12.5037
0.6%	5.77	5	0.782607	11.7211	12.5037
0.6%	5.78	5	0.786018	11.7176	12.5037
0.6%	5.79	5	0.789377	11.7143	12.5037
0.6%	5.8	5	0.792676	11.711	12.5037
0.6%	5.81	5	0.795909	11.7078	12.5037
0.6%	5.82	5	0.799068	11.7046	12.5037
0.6%	5.83	5	0.802148	11.7016	12.5037
0.6%	5.84	5	0.805141	11.6986	12.5037
0.6%	5.85	5	0.808041	11.6957	12.5037
0.6%	5.86	5	0.810841	11.6929	12.5037
0.6%	5.87	5	0.813537	11.6902	12.5037
0.6%	5.88	5	0.816121	11.6876	12.5037
0.6%	5.89	5	0.818588	11.6851	12.5037
0.6%	5.9	5	0.820931	11.6828	12.5037
0.6%	5.91	5	0.823146	11.6806	12.5037
0.6%	5.92	5	0.825227	11.6785	12.5038
0.6%	5.93	5	0.827169	11.6766	12.5038
0.6%	5.94	5	0.828966	11.6748	12.5038
0.6%	5.95	5	0.830614	11.6732	12.5038
0.6%	5.96	5	0.832108	11.6717	12.5038
0.6%	5.97	5	0.833444	11.6703	12.5038
0.6%	5.98	5	0.834616	11.6692	12.5038
0.6%	5.99	5	0.835621	11.6682	12.5038
0.6%	6	5	0.836455	11.6673	12.5038
0.6%	6.01	5	0.837113	11.6667	12.5038
0.6%	6.02	5	0.837593	11.6662	12.5038
0.6%	6.03	5	0.83789	11.6659	12.5038
0.6%	6.04	5	0.838002	11.6658	12.5038
0.6%	6.05	5	0.837925	11.6659	12.5038
0.6%	6.06	5	0.837656	11.6661	12.5038
0.6%	6.07	5	0.837193	11.6666	12.5038
0.6%	6.08	5	0.836532	11.6673	12.5038
0.6%	6.09	5	0.835671	11.6681	12.5038
0.6%	6.1	5	0.834609	11.6692	12.5038
0.6%	6.11	5	0.833342	11.6705	12.5038
0.6%	6.12	5	0.831869	11.6719	12.5038
0.6%	6.13	5	0.830189	11.6736	12.5038
0.6%	6.14	5	0.828298	11.6755	12.5038
0.6%	6.15	5	0.826197	11.6776	12.5038
0.6%	6.16	5	0.823883	11.6799	12.5038
0.6%	6.17	5	0.821357	11.6824	12.5038
0.6%	6.18	5	0.818616	11.6852	12.5038
0.6%	6.19	5	0.81566	11.6881	12.5038
0.6%	6.2	5	0.812488	11.6913	12.5038
0.6%	6.21	5	0.809101	11.6947	12.5038
0.6%	6.22	5	0.805498	11.6983	12.5038
0.6%	6.23	5	0.801679	11.7021	12.5038
0.6%	6.24	5	0.797645	11.7062	12.5038
0.6%	6.25	5	0.793396	11.7104	12.5038
0.6%	6.26	5	0.788933	11.7149	12.5038
0.6%	6.27	5	0.784257	11.7196	12.5038
0.6%	6.28	5	0.77937	11.7244	12.5038
0.6%	6.29	5	0.774272	11.7295	12.5038
0.6%	6.3	5	0.768967	11.7349	12.5038
0.6%	6.31	5	0.763455	11.7404	12.5038
0.6%	6.32	5	0.757741	11.7461	12.5038
0.6%	6.33	5	0.751826	11.752	12.5038
0.6%	6.34	5	0.745714	11.7581	12.5039
0.6%	6.35	5	0.739409	11.7645	12.5039
0.6%	6.36	5	0.732914	11.771	12.5039
0.6%	6.37	5	0.726234	11.7776	12.5039
0.6%	6.38	5	0.719375	11.7845	12.5039
0.6%	6.39	5	0.71234	11.7916	12.5039
0.6%	6.4	5	0.705137	11.7988	12.5039
0.6%	6.41	5	0.697771	11.8062	12.5039
0.6%	6.42	5	0.690249	11.8137	12.5039
0.6%	6.43	5	0.682579	11.8214	12.504
0.6%	6.44	5	0.674768	11.8292	12.504
0.6%	6.45	5	0.666825	11.8372	12.504
0.6%	6.46	5	0.658758	11.8452	12.504
0.6%	6.47	5	0.650577	11.8534	12.504
0.6%	6.48	5	0.642292	11.8617	12.504
0.6%	6.49	5	0.633913	11.8701	12.504
0.7%	6.5	5	0.625452	11.8786	12.5041
0.7%	6.51	5	0.616921	11.8872	12.5041
0.7%	6.52	5	0.608331	11.8958	12.5041
0.7%	6.53	5	0.599695	11.9044	12.5041
0.7%	6.54	5	0.591027	11.9131	12.5041
0.7%	6.55	5	0.582341	11.9218	12.5041
0.7%	6.56	5	0.573651	11.9305	12.5042
0.7%	6.57	5	0.564972	11.9392	12.5042
0.7%	6.58	5	0.556319	11.9479	12.5042
0.7%	6.59	5	0.547708	11.9565	12.5042
0.7%	6.6	5	0.539155	11.9651	12.5042
0.7%	6.61	5	0.530676	11.9736	12.5042
0.7%	6.62	5	0.522289	11.982	12.5043
0.7%	6.63	5	0.514011	11.9903	12.5043
0.7%	6.64	5	0.505858	11.9984	12.5043
0.7%	6.65	5	0.497848	12.0065	12.5043
0.7%	6.66	5	0.489998	12.0143	12.5043
0.7%	6.67	5	0.482327	12.022	12.5043
0.7%	6.68	5	0.474851	12.0295	12.5043
0.7%	6.69	5	0.467588	12.0368	12.5044
0.7%	6.7	5	0.460555	12.0438	12.5044
0.7%	6.71	5	0.45377	12.0506	12.5044
0.7%	6.72	5	0.447248	12.0571	12.5044
0.7%	6.73	5	0.441006	12.0634	12.5044
0.7%	6.74	5	0.435059	12.0693	12.5044
0.7%	6.75	5	0.429424	12.075	12.5044
0.7%	6.76	5	0.424115	12.0803	12.5044
0.7%	6.77	5	0.419145	12.0853	12.5044
0.7%	6.78	5	0.414528	12.0899	12.5044
0.7%	6.79	5	0.410276	12.0941	12.5044
0.7%	6.8	5	0.406401	12.098	12.5044
0.7%	6.81	5	0.402914	12.1015	12.5044
0.7%	6.82	5	0.399824	12.1046	12.5044
0.7%	6.83	5	0.39714	12.1073	12.5044
0.7%	6.84	5	0.39487	12.1096	12.5044
0.7%	6.85	5	0.393019	12.1114	12.5044
0.7%	6.86	5	0.391594	12.1128	12.5044
0.7%	6.87	5	0.390598	12.1138	12.5044
0.7%	6.88	5	0.390035	12.1144	12.5044
0.7%	6.89	5	0.389906	12.1145	12.5044
0.7%	6.9	5	0.390212	12.1142	12.5044
0.7%	6.91	5	0.390954	12.1135	12.5044
0.7%	6.92	5	0.392128	12.1123	12.5044
0.7%	6.93	5	0.393733	12.1107	12.5044
0.7%	6.94	5	0.395765	12.1087	12.5044
0.7%	6.95	5	0.398219	12.1062	12.5044
0.7%	6.96	5	0.401088	12.1034	12.5044
0.7%	6.97	5	0.404366	12.1001	12.5044
0.7%	6.98	5	0.408045	12.0964	12.5045
0.7%	6.99	5	0.412117	12.0923	12.5045
0.7%	7	5	0.416571	12.0879	12.5045
0.7%	7.01	5	0.421397	12.0831	12.5045
0.7%	7.02	5	0.426585	12.0779	12.5045
0.7%	7.03	5	0.432122	12.0724	12.5045
0.7%	7.04	5	0.437996	12.0665	12.5045
0.7%	7.05	5	0.444195	12.0603	12.5045
0.7%	7.06	5	0.450704	12.0538	12.5045
0.7%	7.07	5	0.457511	12.047	12.5045
0.7%	7.08	5	0.464602	12.0399	12.5045
0.7%	7.09	5	0.471961	12.0326	12.5045
0.7%	7.1	5	0.479576	12.025	12.5046
0.7%	7.11	5	0.487431	12.0171	12.5046
0.7%	7.12	5	0.495512	12.0091	12.5046
0.7%	7.13	5	0.503805	12.0008	12.5046
0.7%	7.14	5	0.512295	11.9923	12.5046
0.7%	7.15	5	0.520967	11.9837	12.5046
0.7%	7.16	5	0.529809	11.9748	12.5046
0.7%	7.17	5	0.538804	11.9659	12.5047
0.7%	7.18	5	0.547941	11.9567	12.5047
0.7%	7.19	5	0.557206	11.9475	12.5047
0.7%	7.2	5	0.566585	11.9381	12.5047
0.7%	7.21	5	0.576066	11.9287	12.5047
0.7%	7.22	5	0.585636	11.9191	12.5048
0.7%	7.23	5	0.595284	11.9095	12.5048
0.7%	7.24	5	0.604998	11.8998	12.5048
0.7%	7.25	5	0.614767	11.8901	12.5048
0.7%	7.26	5	0.62458	11.8803	12.5049
0.7%	7.27	5	0.634428	11.8705	12.5049
0.7%	7.28	5	0.6443	11.8606	12.5049
0.7%	7.29	5	0.654187	11.8507	12.5049
0.7%	7.3	5	0.664081	11.8409	12.5049
0.7%	7.31	5	0.673973	11.831	12.505
0.7%	7.32	5	0.683855	11.8211	12.505
0.7%	7.33	5	0.69372	11.8113	12.505
0.7%	7.34	5	0.703561	11.8015	12.505
0.7%	7.35	5	0.713371	11.7917	12.5051
0.7%	7.36	5	0.723144	11.7819	12.5051
0.7%	7.37	5	0.732875	11.7722	12.5051
0.7%	7.38	5	0.742558	11.7626	12.5051
0.7%	7.39	5	0.752188	11.753	12.5052
0.7%	7.4	5	0.76176	11.7434	12.5052
0.7%	7.41	5	0.771271	11.7339	12.5052
0.7%	7.42	5	0.780716	11.7245	12.5052
0.7%	7.43	5	0.790092	11.7152	12.5052
0.7%	7.44	5	0.799396	11.7059	12.5053
0.7%	7.45	5	0.808623	11.6967	12.5053
0.7%	7.46	5	0.817773	11.6875	12.5053
0.7%	7.47	5	0.826841	11.6785	12.5053
0.7%	7.48	5	0.835826	11.6695	12.5053
0.7%	7.49	5	0.844726	11.6606	12.5054
0.8%	7.5	5	0.853539	11.6518	12.5054
0.8%	7.51	5	0.862262	11.6431	12.5054
0.8%	7.52	5	0.870895	11.6345	12.5054
0.8%	7.53	5	0.879436	11.626	12.5054
0.8%	7.54	5	0.887884	11.6176	12.5055
0.8%	7.55	5	0.896238	11.6092	12.5055
0.8%	7.56	5	0.904497	11.601	12.5055
0.8%	7.57	5	0.912659	11.5929	12.5055
0.8%	7.58	5	0.920724	11.5848	12.5055
0.8%	7.59	5	0.928692	11.5769	12.5056
0.8%	7.6	5	0.936561	11.569	12.5056
0.8%	7.61	5	0.944331	11.5613	12.5056
0.8%	7.62	5	0.952001	11.5536	12.5056
0.8%	7.63	5	0.959572	11.546	12.5056
0.8%	7.64	5	0.967042	11.5386	12.5056
0.8%	7.65	5	0.974411	11.5312	12.5056
0.8%	7.66	5	0.981679	11.524	12.5057
0.8%	7.67	5	0.988846	11.5168	12.5057
0.8%	7.68	5	0.99591	11.5098	12.5057
0.8%	7.69	5	1.00287	11.5028	12.5057
0.8%	7.7	5	1.00973	11.496	12.5057
0.8%	7.71	5	1.01649	11.4892	12.5057
0.8%	7.72	5	1.02314	11.4826	12.5057
0.8%	7.73	5	1.02969	11.4761	12.5058
0.8%	7.74	5	1.03614	11.4696	12.5058
0.8%	7.75	5	1.04248	11.4633	12.5058
0.8%	7.76	5	1.04872	11.4571	12.5058
0.8%	7.77	5	1.05485	11.451	12.5058
0.8%	7.78	5	1.06088	11.4449	12.5058
0.8%	7.79	5	1.0668	11.439	12.5058
0.8%	7.8	5	1.07262	11.4332	12.5058
0.8%	7.81	5	1.07833	11.4275	12.5059
0.8%	7.82	5	1.08393	11.4219	12.5059
0.8%	7.83	5	1.08943	11.4164	12.5059
0.8%	7.84	5	1.09482	11.4111	12.5059
0.8%	7.85	5	1.1001	11.4058	12.5059
0.8%	7.86	5	1.10528	11.4006	12.5059
0.8%	7.87	5	1.11035	11.3956	12.5059
0.8%	7.88	5	1.11531	11.3906	12.5059
0.8%	7.89	5	1.12016	11.3858	12.5059
0.8%	7.9	5	1.1249	11.381	12.5059
0.8%	7.91	5	1.12953	11.3764	12.5059
0.8%	7.92	5	1.13406	11.3719	12.5059
0.8%	7.93	5	1.13847	11.3675	12.506
0.8%	7.94	5	1.14277	11.3632	12.506
0.8%	7.95	5	1.14697	11.359	12.506
0.8%	7.96	5	1.15105	11.3549	12.506
0.8%	7.97	5	1.15502	11.351	12.506
0.8%	7.98	5	1.15888	11.3471	12.506
0.8%	7.99	5	1.16263	11.3434	12.506
0.8%	8	5	1.16627	11.3397	12.506
0.8%	8.01	5	1.16979	11.3362	12.506
0.8%	8.02	5	1.17321	11.3328	12.506
0.8%	8.03	5	1.17651	11.3295	12.506
0.8%	8.04	5	1.1797	11.3263	12.506
0.8%	8.05	5	1.18277	11.3233	12.506
0.8%	8.06	5	1.18574	11.3203	12.506
0.8%	8.07	5	1.18859	11.3174	12.506
0.8%	8.08	5	1.19133	11.3147	12.506
0.8%	8.09	5	1.19395	11.3121	12.506
0.8%	8.1	5	1.19646	11.3096	12.506
0.8%	8.11	5	1.19886	11.3072	12.506
0.8%	8.12	5	1.20115	11.3049	12.5061
0.8%	8.13	5	1.20332	11.3027	12.5061
0.8%	8.14	5	1.20538	11.3007	12.5061
0.8%	8.15	5	1.20733	11.2987	12.5061
0.8%	8.16	5	1.20917	11.2969	12.5061
0.8%	8.17	5	1.21089	11.2952	12.5061
0.8%	8.18	5	1.21249	11.2936	12.5061
0.8%	8.19	5	1.21399	11.2921	12.5061
0.8%	8.2	5	1.21537	11.2907	12.5061
0.8%	8.21	5	1.21664	11.2894	12.5061
0.8%	8.22	5	1.2178	11.2883	12.5061
0.8%	8.23	5	1.21884	11.2872	12.5061
0.8%	8.24	5	1.21978	11.2863	12.5061
0.8%	8.25	5	1.2206	11.2855	12.5061
0.8%	8.26	5	1.2213	11.2848	12.5061
0.8%	8.27	5	1.2219	11.2842	12.5061
0.8%	8.28	5	1.22238	11.2837	12.5061
0.8%	8.29	5	1.22275	11.2833	12.5061
0.8%	8.3	5	1.22301	11.2831	12.5061
0.8%	8.31	5	1.22316	11.2829	12.5061
0.8%	8.32	5	1.22319	11.2829	12.5061
0.8%	8.33	5	1.22312	11.283	12.5061
0.8%	8.34	5	1.22293	11.2832	12.5061
0.8%	8.35	5	1.22263	11.2835	12.5061
0.8%	8.36	5	1.22222	11.2839	12.5061
0.8%	8.37	5	1.22169	11.2844	12.5061
0.8%	8.38	5	1.22106	11.285	12.5061
0.8%	8.39	5	1.22031	11.2858	12.5061
0.8%	8.4	5	1.21946	11.2866	12.5061
0.8%	8.41	5	1.21849	11.2876	12.5061
0.8%	8.42	5	1.2174	11.2887	12.5061
0.8%	8.43	5	1.21621	11.2899	12.5061
0.8%	8.44	5	1.21491	11.2912	12.5061
0.8%	8.45	5	1.21349	11.2926	12.5061
0.8%	8.46	5	1.21196	11.2941	12.5061
0.8%	8.47	5	1.21032	11.2958	12.5061
0.8%	8.48	5	1.20857	11.2975	12.5061
0.8%	8.49	5	1.2067	11.2994	12.5061
0.9%	8.5	5	1.20472	11.3014	12.5061
0.9%	8.51	5	1.20263	11.3035	12.5061
0.9%	8.52	5	1.20042	11.3057	12.5061
0.9%	8.53	5	1.1981	11.308	12.5061
0.9%	8.54	5	1.19567	11.3104	12.5061
0.9%	8.55	5	1.19312	11.313	12.5061
0.9%	8.56	5	1.19046	11.3156	12.5061
0.9%	8.57	5	1.18768	11.3184	12.5061
0.9%	8.58	5	1.18479	11.3213	12.5061
0.9%	8.59	5	1.18178	11.3243	12.5061
0.9%	8.6	5	1.17865	11.3274	12.5061
0.9%	8.61	5	1.17541	11.3307	12.5061
0.9%	8.62	5	1.17205	11.3341	12.5061
0.9%	8.63	5	1.16857	11.3375	12.5061
0.9%	8.64	5	1.16497	11.3411	12.5061
0.9%	8.65	5	1.16125	11.3449	12.5061
0.9%	8.66	5	1.15742	11.3487	12.5061
0.9%	8.67	5	1.15346	11.3527	12.5061
0.9%	8.68	5	1.14938	11.3568	12.5061
0.9%	8.69	5	1.14517	11.361	12.5061
0.9%	8.7	5	1.14084	11.3653	12.5061
0.9%	8.71	5	1.13639	11.3697	12.5061
0.9%	8.72	5	1.13182	11.3743	12.5061
0.9%	8.73	5	1.12712	11.379	12.5062
0.9%	8.74	5	1.12229	11.3839	12.5062
0.9%	8.75	5	1.11733	11.3888	12.5062
0.9%	8.76	5	1.11225	11.3939	12.5062
0.9%	8.77	5	1.10703	11.3991	12.5062
0.9%	8.78	5	1.10169	11.4045	12.5062
0.9%	8.79	5	1.09621	11.41	12.5062
0.9%	8.8	5	1.0906	11.4156	12.5062
0.9%	8.81	5	1.08486	11.4214	12.5062
0.9%	8.82	5	1.07899	11.4272	12.5062
0.9%	8.83	5	1.07297	11.4333	12.5062
0.9%	8.84	5	1.06683	11.4394	12.5062
0.9%	8.85	5	1.06054	11.4457	12.5063
0.9%	8.86	5	1.05412	11.4521	12.5063
0.9%	8.87	5	1.04756	11.4587	12.5063
0.9%	8.88	5	1.04086	11.4654	12.5063
0.9%	8.89	5	1.03402	11.4723	12.5063
0.9%	8.9	5	1.02704	11.4793	12.5063
0.9%	8.91	5	1.01991	11.4864	12.5063
0.9%	8.92	5	1.01265	11.4937	12.5063
0.9%	8.93	5	1.00524	11.5011	12.5064
0.9%	8.94	5	0.997685	11.5087	12.5064
0.9%	8.95	5	0.989988	11.5164	12.5064
0.9%	8.96	5	0.982146	11.5243	12.5064
0.9%	8.97	5	0.974159	11.5323	12.5064
0.9%	8.98	5	0.966028	11.5404	12.5065
0.9%	8.99	5	0.957752	11.5487	12.5065
0.9%	9	5	0.949331	11.5572	12.5065
0.9%	9.01	5	0.940766	11.5657	12.5065
0.9%	9.02	5	0.932057	11.5745	12.5065
0.9%	9.03	5	0.923204	11.5833	12.5066
0.9%	9.04	5	0.914209	11.5924	12.5066
0.9%	9.05	5	0.905071	11.6015	12.5066
0.9%	9.06	5	0.895793	11.6108	12.5066
0.9%	9.07	5	0.886375	11.6203	12.5066
0.9%	9.08	5	0.87682	11.6299	12.5067
0.9%	9.09	5	0.867128	11.6396	12.5067
0.9%	9.1	5	0.857303	11.6494	12.5067
0.9%	9.11	5	0.847346	11.6594	12.5068
0.9%	9.12	5	0.837259	11.6695	12.5068
0.9%	9.13	5	0.827046	11.6798	12.5068
0.9%	9.14	5	0.81671	11.6901	12.5068
0.9%	9.15	5	0.806255	11.7006	12.5069
0.9%	9.16	5	0.795683	11.7112	12.5069
0.9%	9.17	5	0.785	11.7219	12.5069
0.9%	9.18	5	0.774209	11.7327	12.507
0.9%	9.19	5	0.763315	11.7437	12.507
0.9%	9.2	5	0.752324	11.7547	12.507
0.9%	9.21	5	0.741241	11.7658	12.507
0.9%	9.22	5	0.730072	11.777	12.5071
0.9%	9.23	5	0.718823	11.7883	12.5071
0.9%	9.24	5	0.707501	11.7996	12.5071
0.9%	9.25	5	0.696113	11.8111	12.5072
0.9%	9.26	5	0.684667	11.8225	12.5072
0.9%	9.27	5	0.673169	11.8341	12.5072
0.9%	9.28	5	0.661629	11.8456	12.5073
0.9%	9.29	5	0.650054	11.8572	12.5073
0.9%	9.3	5	0.638455	11.8689	12.5073
0.9%	9.31	5	0.62684	11.8805	12.5074
0.9%	9.32	5	0.615218	11.8922	12.5074
0.9%	9.33	5	0.603601	11.9038	12.5074
0.9%	9.34	5	0.591999	11.9155	12.5075
0.9%	9.35	5	0.580421	11.9271	12.5075
0.9%	9.36	5	0.56888	11.9386	12.5075
0.9%	9.37	5	0.557386	11.9502	12.5075
0.9%	9.38	5	0.545952	11.9616	12.5076
0.9%	9.39	5	0.534589	11.973	12.5076
0.9%	9.4	5	0.523308	11.9843	12.5076
0.9%	9.41	5	0.512124	11.9955	12.5077
0.9%	9.42	5	0.501047	12.0066	12.5077
0.9%	9.43	5	0.490091	12.0176	12.5077
0.9%	9.44	5	0.479268	12.0285	12.5077
0.9%	9.45	5	0.468591	12.0392	12.5078
0.9%	9.46	5	0.458072	12.0497	12.5078
0.9%	9.47	5	0.447725	12.0601	12.5078
0.9%	9.48	5	0.437562	12.0703	12.5078
0.9%	9.49	5	0.427596	12.0802	12.5078
1%	9.5	5	0.41784	12.09	12.5079
1%	9.51	5	0.408305	12.0996	12.5079
1%	9.52	5	0.399003	12.1089	12.5079
1%	9.53	5	0.389947	12.118	12.5079
1%	9.54	5	0.381148	12.1268	12.5079
1%	9.55	5	0.372618	12.1353	12.5079
1%	9.56	5	0.364366	12.1436	12.5079
1%	9.57	5	0.356404	12.1516	12.508
1%	9.58	5	0.348742	12.1592	12.508
1%	9.59	5	0.341388	12.1666	12.508
1%	9.6	5	0.334351	12.1736	12.508
1%	9.61	5	0.327641	12.1804	12.508
1%	9.62	5	0.321264	12.1867	12.508
1%	9.63	5	0.315228	12.1928	12.508
1%	9.64	5	0.309539	12.1985	12.508
1%	9.65	5	0.304203	12.2038	12.508
1%	9.66	5	0.299225	12.2088	12.508
1%	9.67	5	0.294608	12.2134	12.508
1%	9.68	5	0.290358	12.2177	12.508
1%	9.69	5	0.286476	12.2216	12.508
1%	9.7	5	0.282964	12.2251	12.508
1%	9.71	5	0.279825	12.2282	12.508
1%	9.72	5	0.277058	12.231	12.508
1%	9.73	5	0.274663	12.2334	12.508
1%	9.74	5	0.272639	12.2354	12.508
1%	9.75	5	0.270986	12.2371	12.508
1%	9.76	5	0.269699	12.2383	12.508
1%	9.77	5	0.268777	12.2393	12.508
1%	9.78	5	0.268215	12.2398	12.508
1%	9.79	5	0.268009	12.24	12.508
1%	9.8	5	0.268155	12.2399	12.508
1%	9.81	5	0.268645	12.2394	12.508
1%	9.82	5	0.269475	12.2386	12.508
1%	9.83	5	0.270638	12.2374	12.508
1%	9.84	5	0.272125	12.2359	12.508
1%	9.85	5	0.27393	12.2341	12.508
1%	9.86	5	0.276044	12.232	12.508
1%	9.87	5	0.278458	12.2296	12.508
1%	9.88	5	0.281165	12.2269	12.508
1%	9.89	5	0.284154	12.2239	12.508
1%	9.9	5	0.287415	12.2206	12.508
1%	9.91	5	0.29094	12.2171	12.5081
1%	9.92	5	0.294718	12.2133	12.5081
1%	9.93	5	0.298739	12.2093	12.5081
1%	9.94	5	0.302992	12.2051	12.5081
1%	9.95	5	0.307468	12.2006	12.5081
1%	9.96	5	0.312155	12.1959	12.5081
1%	9.97	5	0.317044	12.191	12.5081
1%	9.98	5	0.322123	12.186	12.5081
1%	9.99	5	0.327383	12.1807	12.5081
1%	10	5	0.332812	12.1753	12.5081
1%	10.01	5	0.338401	12.1697	12.5081
1%	10.02	5	0.34414	12.164	12.5081
1%	10.03	5	0.350017	12.1581	12.5081
1%	10.04	5	0.356024	12.1521	12.5081
1%	10.05	5	0.362151	12.146	12.5081
1%	10.06	5	0.368387	12.1397	12.5081
1%	10.07	5	0.374724	12.1334	12.5081
1%	10.08	5	0.381153	12.127	12.5081
1%	10.09	5	0.387665	12.1205	12.5081
1%	10.1	5	0.39425	12.1139	12.5081
1%	10.11	5	0.400902	12.1072	12.5081
1%	10.12	5	0.407611	12.1005	12.5082
1%	10.13	5	0.414371	12.0938	12.5082
1%	10.14	5	0.421172	12.087	12.5082
1%	10.15	5	0.42801	12.0802	12.5082
1%	10.16	5	0.434875	12.0733	12.5082
1%	10.17	5	0.441762	12.0664	12.5082
1%	10.18	5	0.448665	12.0595	12.5082
1%	10.19	5	0.455577	12.0526	12.5082
1%	10.2	5	0.462493	12.0457	12.5082
1%	10.21	5	0.469407	12.0388	12.5082
1%	10.22	5	0.476314	12.0319	12.5082
1%	10.23	5	0.483209	12.025	12.5082
1%	10.24	5	0.490089	12.0181	12.5082
1%	10.25	5	0.496947	12.0113	12.5082
1%	10.26	5	0.503781	12.0045	12.5082
1%	10.27	5	0.510586	11.9977	12.5083
1%	10.28	5	0.51736	11.9909	12.5083
1%	10.29	5	0.524098	11.9842	12.5083
1%	10.3	5	0.530798	11.9775	12.5083
1%	10.31	5	0.537457	11.9708	12.5083
1%	10.32	5	0.544073	11.9642	12.5083
1%	10.33	5	0.550642	11.9576	12.5083
1%	10.34	5	0.557165	11.9511	12.5083
1%	10.35	5	0.563637	11.9447	12.5083
1%	10.36	5	0.570058	11.9382	12.5083
1%	10.37	5	0.576426	11.9319	12.5083
1%	10.38	5	0.58274	11.9256	12.5083
1%	10.39	5	0.588998	11.9193	12.5083
1%	10.4	5	0.595201	11.9131	12.5083
1%	10.41	5	0.601346	11.907	12.5083
1%	10.42	5	0.607434	11.9009	12.5083
1%	10.43	5	0.613464	11.8949	12.5083
1%	10.44	5	0.619436	11.8889	12.5083
1%	10.45	5	0.625349	11.883	12.5083
1%	10.46	5	0.631204	11.8771	12.5083
1%	10.47	5	0.637	11.8713	12.5083
1%	10.48	5	0.642738	11.8656	12.5084
1%	10.49	5	0.648419	11.8599	12.5084
1.1%	10.5	5	0.654041	11.8543	12.5084
1.1%	10.51	5	0.659607	11.8488	12.5084
1.1%	10.52	5	0.665116	11.8433	12.5084
1.1%	10.53	5	0.670569	11.8378	12.5084
1.1%	10.54	5	0.675967	11.8324	12.5084
1.1%	10.55	5	0.681311	11.8271	12.5084
1.1%	10.56	5	0.686601	11.8218	12.5084
1.1%	10.57	5	0.691839	11.8165	12.5084
1.1%	10.58	5	0.697026	11.8114	12.5084
1.1%	10.59	5	0.702161	11.8062	12.5084
1.1%	10.6	5	0.707248	11.8011	12.5084
1.1%	10.61	5	0.712285	11.7961	12.5084
1.1%	10.62	5	0.717276	11.7911	12.5084
1.1%	10.63	5	0.72222	11.7862	12.5084
1.1%	10.64	5	0.727118	11.7813	12.5084
1.1%	10.65	5	0.731973	11.7764	12.5084
1.1%	10.66	5	0.736784	11.7716	12.5084
1.1%	10.67	5	0.741553	11.7669	12.5084
1.1%	10.68	5	0.746282	11.7621	12.5084
1.1%	10.69	5	0.75097	11.7574	12.5084
1.1%	10.7	5	0.755619	11.7528	12.5084
1.1%	10.71	5	0.76023	11.7482	12.5084
1.1%	10.72	5	0.764804	11.7436	12.5084
1.1%	10.73	5	0.769342	11.7391	12.5084
1.1%	10.74	5	0.773844	11.7346	12.5084
1.1%	10.75	5	0.778311	11.7301	12.5084
1.1%	10.76	5	0.782744	11.7257	12.5084
1.1%	10.77	5	0.787143	11.7213	12.5084
1.1%	10.78	5	0.79151	11.7169	12.5084
1.1%	10.79	5	0.795843	11.7126	12.5084
1.1%	10.8	5	0.800145	11.7083	12.5084
1.1%	10.81	5	0.804414	11.704	12.5084
1.1%	10.82	5	0.808652	11.6998	12.5084
1.1%	10.83	5	0.812858	11.6956	12.5084
1.1%	10.84	5	0.817033	11.6914	12.5084
1.1%	10.85	5	0.821175	11.6873	12.5085
1.1%	10.86	5	0.825285	11.6832	12.5085
1.1%	10.87	5	0.829363	11.6791	12.5085
1.1%	10.88	5	0.833408	11.675	12.5085
1.1%	10.89	5	0.83742	11.671	12.5085
